session_ID,station_ID,port_ID,session_start,session_end,kWh_delivered,payment_required
2_39_125_21_2021-05-13 21:57:59.858299,39,2-39-125-21,2021-05-13T21:58:15Z,2021-05-13T22:42:41Z,2.472,TRUE
2_39_79_376_2021-05-13 23:02:31.976653,39,2-39-79-376,2021-05-13T23:02:44Z,2021-05-14T05:53:09Z,9.953,TRUE
2_39_79_379_2021-05-13 23:30:48.847428,39,2-39-79-379,2021-05-13T23:30:55Z,2021-05-13T23:48:39Z,1.042,TRUE
2_39_81_4550_2021-05-13 23:39:45.325467,39,2-39-81-4550,2021-05-13T23:39:53Z,2021-05-14T00:28:36Z,28.404,TRUE
2_39_81_4550_2021-05-14 00:54:57.304708,39,2-39-81-4550,2021-05-14T00:54:59Z,2021-05-14T02:23:14Z,62.518,TRUE
2_39_79_383_2021-05-14 03:59:16.897493,39,2-39-79-383,2021-05-14T03:59:18Z,2021-05-14T08:31:21Z,9.084,TRUE
2_39_79_380_2021-05-14 15:11:30.749297,39,2-39-79-380,2021-05-14T15:11:44Z,2021-05-15T00:34:20Z,23.861,TRUE
2_39_79_378_2021-05-14 16:01:27.009929,39,2-39-79-378,2021-05-14T16:01:39Z,2021-05-14T19:49:53Z,25.407,TRUE
2_39_129_17_2021-05-14 16:08:00.846958,39,2-39-129-17,2021-05-14T16:08:10Z,2021-05-14T18:41:32Z,6.286,TRUE
2_39_78_365_2021-05-14 18:33:25.769596,39,2-39-78-365,2021-05-14T18:33:39Z,2021-05-14T20:15:41Z,1.917,TRUE
2_39_129_17_2021-05-14 18:56:36.440697,39,2-39-129-17,2021-05-14T18:56:55Z,2021-05-15T00:27:28Z,0.65,TRUE
2_39_81_4550_2021-05-14 20:22:25.264550,39,2-39-81-4550,2021-05-14T20:22:39Z,2021-05-14T20:37:27Z,6.434,TRUE
2_39_79_378_2021-05-14 21:17:14.995631,39,2-39-79-378,2021-05-14T21:17:26Z,2021-05-14T22:09:46Z,5.992,TRUE
2_39_131_30_2021-05-14 21:33:16.130565,39,2-39-131-30,2021-05-14T21:33:16Z,2021-05-14T23:46:28Z,12.066,TRUE
2_39_125_21_2021-05-14 21:55:19.387021,39,2-39-125-21,2021-05-14T21:55:28Z,2021-05-14T22:44:52Z,2.451,TRUE
2_39_78_365_2021-05-14 22:34:14.299342,39,2-39-78-365,2021-05-14T22:34:30Z,2021-05-14T23:50:09Z,2.377,TRUE
2_39_81_4550_2021-05-14 23:07:21.268667,39,2-39-81-4550,2021-05-14T23:07:24Z,2021-05-14T23:56:32Z,29.078,TRUE
2_39_81_4550_2021-05-15 00:22:19.239135,39,2-39-81-4550,2021-05-15T00:22:38Z,2021-05-15T01:04:33Z,20.964,TRUE
2_39_131_30_2021-05-15 01:01:07.404412,39,2-39-131-30,2021-05-15T01:01:17Z,2021-05-15T02:09:11Z,7.661,TRUE
2_39_81_4550_2021-05-15 03:31:23.770018,39,2-39-81-4550,2021-05-15T03:31:32Z,2021-05-15T04:33:41Z,12.136,TRUE
2_39_89_25_2021-05-15 14:57:50.367552,39,2-39-89-25,2021-05-15T14:58:04Z,2021-05-15T17:59:08Z,4.922,TRUE
2_39_81_4550_2021-05-15 16:30:26.561229,39,2-39-81-4550,2021-05-15T16:30:31Z,2021-05-15T16:52:40Z,6.342,TRUE
2_39_125_21_2021-05-15 18:53:51.262525,39,2-39-125-21,2021-05-15T18:54:05Z,2021-05-15T19:54:57Z,3.111,TRUE
2_39_79_379_2021-05-15 19:21:51.257279,39,2-39-79-379,2021-05-15T19:22:03Z,2021-05-16T00:52:47Z,9.966,TRUE
2_39_139_28_2021-05-15 19:37:41.864542,39,2-39-139-28,2021-05-15T19:38:03Z,2021-05-15T20:51:43Z,8.59,TRUE
2_39_81_4550_2021-05-15 20:40:40.688299,39,2-39-81-4550,2021-05-15T20:40:59Z,2021-05-15T21:44:04Z,19.192,TRUE
2_39_81_4550_2021-05-15 22:37:25.188750,39,2-39-81-4550,2021-05-15T22:37:31Z,2021-05-15T22:53:20Z,11.192,TRUE
2_39_91_437_2021-05-15 22:39:46.767512,39,2-39-91-437,2021-05-15T22:39:55Z,2021-05-16T04:21:43Z,37.692,TRUE
2_39_139_28_2021-05-16 00:36:02.519729,39,2-39-139-28,2021-05-16T00:36:12Z,2021-05-16T02:52:41Z,6.733,TRUE
2_39_78_361_2021-05-16 04:02:40.915606,39,2-39-78-361,2021-05-16T04:02:46Z,2021-05-16T07:53:59Z,8.068,TRUE
2_39_81_4550_2021-05-16 14:57:44.243099,39,2-39-81-4550,2021-05-16T14:57:57Z,2021-05-16T16:25:28Z,31.238,TRUE
2_39_81_4550_2021-05-16 16:55:01.847948,39,2-39-81-4550,2021-05-16T16:55:11Z,2021-05-16T18:02:20Z,29.458,TRUE
2_39_79_379_2021-05-16 18:32:37.556827,39,2-39-79-379,2021-05-16T18:32:47Z,2021-05-17T01:56:29Z,7.539,TRUE
2_39_131_30_2021-05-16 19:12:37.538989,39,2-39-131-30,2021-05-16T19:12:52Z,2021-05-17T01:56:23Z,6.819,TRUE
2_39_81_4550_2021-05-16 20:45:42.696190,39,2-39-81-4550,2021-05-16T20:45:59Z,2021-05-16T21:09:04Z,10.88,TRUE
2_39_81_4550_2021-05-16 22:23:25.485045,39,2-39-81-4550,2021-05-16T22:23:44Z,2021-05-16T23:34:49Z,48.686,TRUE
2_39_79_377_2021-05-16 22:35:43.124890,39,2-39-79-377,2021-05-16T22:35:57Z,2021-05-17T03:54:25Z,7.637,TRUE
2_39_139_28_2021-05-16 23:14:49.019901,39,2-39-139-28,2021-05-16T23:14:49Z,2021-05-17T02:07:49Z,6.105,TRUE
2_39_81_4550_2021-05-17 00:26:11.191068,39,2-39-81-4550,2021-05-17T00:26:17Z,2021-05-17T02:15:58Z,60.144,TRUE
2_39_78_365_2021-05-17 02:52:17.007442,39,2-39-78-365,2021-05-17T02:53:03Z,2021-05-17T04:12:19Z,2.41,TRUE
2_39_81_4550_2021-05-17 08:07:12.876104,39,2-39-81-4550,2021-05-17T08:07:18Z,2021-05-17T09:16:13Z,49.314,TRUE
2_39_81_4550_2021-05-17 13:43:53.163802,39,2-39-81-4550,2021-05-17T13:44:06Z,2021-05-17T13:58:54Z,5.74,TRUE
2_39_81_4550_2021-05-17 14:22:48.684792,39,2-39-81-4550,2021-05-17T14:23:07Z,2021-05-17T15:30:29Z,50.71,TRUE
2_39_138_29_2021-05-17 19:38:41.603197,39,2-39-138-29,2021-05-17T19:38:50Z,2021-05-17T23:36:33Z,6.422,TRUE
2_39_79_378_2021-05-17 21:25:30.667840,39,2-39-79-378,2021-05-17T21:25:45Z,2021-05-18T01:53:50Z,8.743,TRUE
2_39_139_28_2021-05-17 22:21:02.449454,39,2-39-139-28,2021-05-17T22:21:13Z,2021-05-18T06:33:20Z,15.796,TRUE
2_39_81_4550_2021-05-17 22:32:30.144373,39,2-39-81-4550,2021-05-17T22:32:48Z,2021-05-17T23:21:02Z,11.656,TRUE
2_39_81_4550_2021-05-17 23:29:23.576977,39,2-39-81-4550,2021-05-17T23:29:33Z,2021-05-18T00:16:25Z,32.78,TRUE
2_39_81_4550_2021-05-18 00:17:14.706411,39,2-39-81-4550,2021-05-18T00:17:21Z,2021-05-18T00:49:32Z,14.222,TRUE
2_39_81_4550_2021-05-18 01:36:51.920515,39,2-39-81-4550,2021-05-18T01:37:06Z,2021-05-18T02:34:09Z,5.102,TRUE
2_39_79_380_2021-05-18 15:08:56.497531,39,2-39-79-380,2021-05-18T15:09:08Z,2021-05-19T01:19:05Z,37.645,TRUE
2_39_81_4550_2021-05-18 16:20:18.384978,39,2-39-81-4550,2021-05-18T16:20:22Z,2021-05-18T16:58:27Z,19.136,TRUE
2_39_79_379_2021-05-18 17:48:43.632927,39,2-39-79-379,2021-05-18T17:48:57Z,2021-05-19T01:07:15Z,9.807,TRUE
2_39_89_25_2021-05-18 21:05:09.233732,39,2-39-89-25,2021-05-18T21:05:10Z,2021-05-18T21:54:26Z,1.334,TRUE
2_39_125_21_2021-05-18 21:11:10.116407,39,2-39-125-21,2021-05-18T21:11:17Z,2021-05-18T22:40:52Z,4.178,TRUE
2_39_81_4550_2021-05-18 21:14:17.247390,39,2-39-81-4550,2021-05-18T21:14:28Z,2021-05-18T22:11:40Z,19.13,TRUE
2_39_79_377_2021-05-18 22:48:54.148121,39,2-39-79-377,2021-05-18T22:48:54Z,2021-05-19T00:11:47Z,0.953,
2_39_81_4550_2021-05-19 00:27:56.290578,39,2-39-81-4550,2021-05-19T00:28:13Z,2021-05-19T02:24:43Z,9.584,TRUE
2_39_126_20_2021-05-19 01:37:20.821195,39,2-39-126-20,2021-05-19T01:37:39Z,2021-05-19T03:41:42Z,8.977,TRUE
2_39_81_4550_2021-05-19 02:25:15.265104,39,2-39-81-4550,2021-05-19T02:25:20Z,2021-05-19T03:02:48Z,20.052,TRUE
2_39_131_30_2021-05-19 15:03:37.043849,39,2-39-131-30,2021-05-19T15:03:44Z,2021-05-19T19:41:14Z,6.9,TRUE
2_39_129_17_2021-05-19 15:04:36.614337,39,2-39-129-17,2021-05-19T15:04:37Z,2021-05-19T17:17:57Z,9.917,TRUE
2_39_127_19_2021-05-19 17:42:54.063418,39,2-39-127-19,2021-05-19T17:43:00Z,2021-05-19T19:16:25Z,8.57,TRUE
2_39_139_28_2021-05-19 18:12:23.264409,39,2-39-139-28,2021-05-19T18:12:29Z,2021-05-20T02:10:52Z,4.403,TRUE
2_39_125_21_2021-05-19 18:44:51.709275,39,2-39-125-21,2021-05-19T18:45:06Z,2021-05-19T19:57:40Z,2.364,TRUE
2_39_82_385_2021-05-19 18:47:00.896394,39,2-39-82-385,2021-05-19T18:47:01Z,2021-05-19T19:32:40Z,0.806,
2_39_79_380_2021-05-19 19:30:49.072258,39,2-39-79-380,2021-05-19T19:31:38Z,2021-05-19T20:58:12Z,5.426,TRUE
2_39_91_437_2021-05-19 19:58:19.267411,39,2-39-91-437,2021-05-19T19:58:30Z,2021-05-19T22:10:43Z,14.217,TRUE
2_39_81_4550_2021-05-19 20:01:40.163921,39,2-39-81-4550,2021-05-19T20:01:47Z,2021-05-19T20:16:25Z,11.044,TRUE
2_39_78_365_2021-05-19 21:18:23.286847,39,2-39-78-365,2021-05-19T21:18:45Z,2021-05-20T04:39:25Z,2.137,TRUE
2_39_131_30_2021-05-19 21:35:20.174960,39,2-39-131-30,2021-05-19T21:35:27Z,2021-05-20T06:08:48Z,15.758,TRUE
2_39_81_4550_2021-05-20 00:47:10.591684,39,2-39-81-4550,2021-05-20T00:47:18Z,2021-05-20T02:05:40Z,57.648,TRUE
2_39_91_437_2021-05-20 01:44:35.899210,39,2-39-91-437,2021-05-20T01:45:01Z,2021-05-20T04:27:07Z,11.648,TRUE
2_39_81_4550_2021-05-20 03:23:31.082353,39,2-39-81-4550,2021-05-20T03:23:48Z,2021-05-20T04:05:16Z,28.338,TRUE
2_39_79_383_2021-05-20 04:21:53.543524,39,2-39-79-383,2021-05-20T04:21:58Z,2021-05-20T08:57:54Z,28.409,TRUE
2_39_79_379_2021-05-20 17:37:49.386183,39,2-39-79-379,2021-05-20T17:37:55Z,2021-05-21T01:20:06Z,9.825,TRUE
2_39_128_18_2021-05-20 17:43:19.072380,39,2-39-128-18,2021-05-20T17:43:19Z,2021-05-20T19:29:09Z,0.883,
2_39_131_30_2021-05-20 17:50:27.141970,39,2-39-131-30,2021-05-20T17:50:30Z,2021-05-20T18:53:46Z,6.615,TRUE
2_39_125_21_2021-05-20 21:13:05.542386,39,2-39-125-21,2021-05-20T21:13:11Z,2021-05-20T22:42:08Z,2,TRUE
2_39_78_365_2021-05-20 22:24:57.132294,39,2-39-78-365,2021-05-20T22:25:20Z,2021-05-21T06:51:25Z,2.369,TRUE
2_39_139_28_2021-05-20 22:33:19.173564,39,2-39-139-28,2021-05-20T22:33:25Z,2021-05-21T02:37:32Z,13.87,TRUE
2_39_131_30_2021-05-20 23:44:14.267965,39,2-39-131-30,2021-05-20T23:44:14Z,2021-05-21T02:11:53Z,0.921,
2_39_81_4550_2021-05-21 00:51:55.577274,39,2-39-81-4550,2021-05-21T00:52:07Z,2021-05-21T03:56:38Z,23.692,TRUE
2_39_79_383_2021-05-21 04:32:43.183349,39,2-39-79-383,2021-05-21T04:32:46Z,2021-05-21T06:40:54Z,11.271,TRUE
2_39_81_4550_2021-05-21 04:50:23.640122,39,2-39-81-4550,2021-05-21T04:50:33Z,2021-05-21T05:47:39Z,12.982,TRUE
2_39_81_4550_2021-05-21 13:39:29.378976,39,2-39-81-4550,2021-05-21T13:39:34Z,2021-05-21T14:37:57Z,37.55,TRUE
2_39_139_28_2021-05-21 15:30:12.695924,39,2-39-139-28,2021-05-21T15:30:22Z,2021-05-22T00:25:58Z,6.333,TRUE
2_39_79_380_2021-05-21 16:28:41.729082,39,2-39-79-380,2021-05-21T16:28:58Z,2021-05-21T22:05:38Z,6.399,TRUE
2_39_131_30_2021-05-21 17:03:36.483770,39,2-39-131-30,2021-05-21T17:03:44Z,2021-05-22T03:36:19Z,14.61,TRUE
2_39_128_18_2021-05-21 18:05:03.251988,39,2-39-128-18,2021-05-21T18:05:12Z,2021-05-21T19:22:58Z,3.601,TRUE
2_39_81_4550_2021-05-21 18:16:10.691547,39,2-39-81-4550,2021-05-21T18:16:45Z,2021-05-21T18:46:49Z,17.514,TRUE
2_39_81_4550_2021-05-21 19:05:02.138337,39,2-39-81-4550,2021-05-21T19:05:10Z,2021-05-21T20:21:41Z,26.048,TRUE
2_39_78_365_2021-05-21 21:02:31.211457,39,2-39-78-365,2021-05-21T21:02:53Z,2021-05-22T06:53:15Z,2.393,TRUE
2_39_81_4550_2021-05-21 21:03:00.954297,39,2-39-81-4550,2021-05-21T21:03:11Z,2021-05-21T21:12:31Z,5.696,TRUE
2_39_130_31_2021-05-21 21:24:48.898876,39,2-39-130-31,2021-05-21T21:24:54Z,2021-05-22T00:05:25Z,6.328,TRUE
2_39_81_4550_2021-05-21 22:40:26.455171,39,2-39-81-4550,2021-05-21T22:40:44Z,2021-05-21T22:54:58Z,8.756,TRUE
2_39_81_4550_2021-05-21 23:14:06.467559,39,2-39-81-4550,2021-05-21T23:14:12Z,2021-05-21T23:57:41Z,26.906,TRUE
2_39_81_4550_2021-05-22 00:39:59.296758,39,2-39-81-4550,2021-05-22T00:40:14Z,2021-05-22T01:06:00Z,10.05,TRUE
2_39_81_4550_2021-05-22 01:15:07.051924,39,2-39-81-4550,2021-05-22T01:15:18Z,2021-05-22T01:42:19Z,18.952,TRUE
2_39_139_28_2021-05-22 01:27:59.600456,39,2-39-139-28,2021-05-22T01:28:06Z,2021-05-22T02:24:04Z,3.084,TRUE
2_39_91_437_2021-05-22 01:47:26.854060,39,2-39-91-437,2021-05-22T01:47:38Z,2021-05-22T17:32:45Z,20.501,TRUE
2_39_81_4550_2021-05-22 02:46:31.595437,39,2-39-81-4550,2021-05-22T02:46:39Z,2021-05-22T03:35:47Z,35.188,TRUE
2_39_131_30_2021-05-22 14:48:19.997350,39,2-39-131-30,2021-05-22T14:48:26Z,2021-05-22T16:11:12Z,7.323,TRUE
2_39_139_28_2021-05-22 17:05:46.544913,39,2-39-139-28,2021-05-22T17:06:00Z,2021-05-22T17:43:41Z,4.358,TRUE
2_39_81_4550_2021-05-22 18:32:32.000473,39,2-39-81-4550,2021-05-22T18:32:40Z,2021-05-22T19:11:41Z,7.688,TRUE
2_39_138_29_2021-05-22 18:51:41.954790,39,2-39-138-29,2021-05-22T18:51:55Z,2021-05-22T20:12:17Z,9.605,TRUE
2_39_81_4550_2021-05-22 20:38:21.536686,39,2-39-81-4550,2021-05-22T20:38:36Z,2021-05-22T20:54:37Z,10.928,TRUE
2_39_131_30_2021-05-22 23:33:53.271887,39,2-39-131-30,2021-05-22T23:34:01Z,2021-05-23T04:04:04Z,13.747,TRUE
2_39_78_365_2021-05-23 00:23:42.177261,39,2-39-78-365,2021-05-23T00:24:02Z,2021-05-23T06:04:25Z,2.364,TRUE
2_39_81_4550_2021-05-23 03:13:05.888655,39,2-39-81-4550,2021-05-23T03:13:11Z,2021-05-23T03:53:05Z,12.848,TRUE
2_39_81_4550_2021-05-23 16:18:20.919849,39,2-39-81-4550,2021-05-23T16:18:33Z,2021-05-23T16:52:13Z,23.188,TRUE
2_39_131_30_2021-05-23 19:08:46.665113,39,2-39-131-30,2021-05-23T19:08:47Z,2021-05-23T20:07:46Z,3.458,TRUE
2_39_139_28_2021-05-23 19:32:05.739546,39,2-39-139-28,2021-05-23T19:32:26Z,2021-05-23T20:42:57Z,6.405,TRUE
2_39_81_4550_2021-05-23 19:54:14.038658,39,2-39-81-4550,2021-05-23T19:54:15Z,2021-05-23T21:13:50Z,48.774,TRUE
2_39_78_365_2021-05-23 23:03:28.391324,39,2-39-78-365,2021-05-23T23:03:49Z,2021-05-24T04:14:56Z,2.356,TRUE
2_39_130_31_2021-05-24 00:40:36.200173,39,2-39-130-31,2021-05-24T00:40:42Z,2021-05-24T02:02:47Z,4.781,TRUE
2_39_139_28_2021-05-24 01:39:41.030654,39,2-39-139-28,2021-05-24T01:39:54Z,2021-05-24T02:14:11Z,1.259,TRUE
2_39_131_30_2021-05-24 02:21:58.329120,39,2-39-131-30,2021-05-24T02:22:08Z,2021-05-24T05:43:46Z,13.807,TRUE
2_39_81_4550_2021-05-24 04:00:46.954871,39,2-39-81-4550,2021-05-24T04:00:52Z,2021-05-24T04:19:31Z,5.506,TRUE
2_39_81_4550_2021-05-24 09:35:57.218539,39,2-39-81-4550,2021-05-24T09:36:07Z,2021-05-24T10:06:58Z,10.274,TRUE
2_39_79_378_2021-05-24 14:09:02.463840,39,2-39-79-378,2021-05-24T14:09:13Z,2021-05-24T23:51:08Z,29.226,TRUE
2_39_125_21_2021-05-24 14:42:06.246821,39,2-39-125-21,2021-05-24T14:42:21Z,2021-05-24T15:42:39Z,0.939,TRUE
2_39_79_380_2021-05-24 15:32:33.899240,39,2-39-79-380,2021-05-24T15:32:48Z,2021-05-24T22:09:17Z,5.643,TRUE
2_39_139_28_2021-05-24 17:04:16.816985,39,2-39-139-28,2021-05-24T17:04:23Z,2021-05-25T01:15:28Z,6.107,TRUE
2_39_129_17_2021-05-24 18:06:52.512980,39,2-39-129-17,2021-05-24T18:06:53Z,2021-05-24T18:57:03Z,2.314,TRUE
2_39_81_4550_2021-05-24 18:47:19.827139,39,2-39-81-4550,2021-05-24T18:47:34Z,2021-05-24T19:06:23Z,13.346,TRUE
2_39_78_365_2021-05-24 19:28:53.070300,39,2-39-78-365,2021-05-24T19:28:53Z,2021-05-24T20:00:37Z,0.847,
2_39_78_365_2021-05-24 20:00:42.366592,39,2-39-78-365,2021-05-24T20:00:42Z,2021-05-24T20:32:59Z,0.836,
2_39_91_437_2021-05-24 20:33:58.359519,39,2-39-91-437,2021-05-24T20:33:58Z,2021-05-24T21:12:00Z,0.835,
2_39_130_31_2021-05-24 20:55:07.871442,39,2-39-130-31,2021-05-24T20:55:18Z,2021-05-25T00:08:09Z,5.957,TRUE
2_39_81_4550_2021-05-24 21:08:45.203385,39,2-39-81-4550,2021-05-24T21:09:12Z,2021-05-24T21:29:57Z,14.83,TRUE
2_39_91_437_2021-05-24 21:12:03.715316,39,2-39-91-437,2021-05-24T21:12:04Z,2021-05-24T21:43:27Z,0.856,
2_39_81_4550_2021-05-24 21:32:14.201026,39,2-39-81-4550,2021-05-24T21:32:34Z,2021-05-24T22:26:09Z,13.634,TRUE
2_39_81_4550_2021-05-24 22:49:32.066162,39,2-39-81-4550,2021-05-24T22:49:45Z,2021-05-24T23:41:33Z,5.09,TRUE
2_39_129_17_2021-05-24 23:01:16.035471,39,2-39-129-17,2021-05-24T23:01:23Z,2021-05-25T03:01:54Z,14.667,TRUE
2_39_126_20_2021-05-25 01:30:35.424922,39,2-39-126-20,2021-05-25T01:30:54Z,2021-05-25T02:43:01Z,3.455,TRUE
2_39_81_4550_2021-05-25 04:08:44.057696,39,2-39-81-4550,2021-05-25T04:08:59Z,2021-05-25T05:23:17Z,41.188,TRUE
2_39_81_4550_2021-05-25 13:26:18.492172,39,2-39-81-4550,2021-05-25T13:26:38Z,2021-05-25T14:07:41Z,23.452,TRUE
2_39_139_28_2021-05-25 15:00:34.071865,39,2-39-139-28,2021-05-25T15:00:46Z,2021-05-25T20:04:02Z,4.838,TRUE
2_39_129_17_2021-05-25 15:11:08.757483,39,2-39-129-17,2021-05-25T15:11:16Z,2021-05-25T19:53:49Z,7.361,TRUE
2_39_79_380_2021-05-25 15:20:09.954055,39,2-39-79-380,2021-05-25T15:20:22Z,2021-05-26T00:14:27Z,48.774,TRUE
2_39_79_379_2021-05-25 15:32:52.832481,39,2-39-79-379,2021-05-25T15:33:00Z,2021-05-26T01:13:51Z,9.516,TRUE
2_39_127_19_2021-05-25 16:58:01.214850,39,2-39-127-19,2021-05-25T16:58:13Z,2021-05-25T23:24:34Z,43.423,TRUE
2_39_81_4550_2021-05-25 17:09:43.260716,39,2-39-81-4550,2021-05-25T17:09:56Z,2021-05-25T18:04:33Z,28.282,TRUE
2_39_131_30_2021-05-25 18:17:23.513518,39,2-39-131-30,2021-05-25T18:17:30Z,2021-05-26T04:40:55Z,15.628,TRUE
2_39_81_4550_2021-05-25 19:55:01.118804,39,2-39-81-4550,2021-05-25T19:55:13Z,2021-05-25T20:14:13Z,13.7,TRUE
2_39_139_28_2021-05-25 20:28:28.248147,39,2-39-139-28,2021-05-25T20:28:38Z,2021-05-26T00:27:12Z,0.862,TRUE
2_39_81_4550_2021-05-25 20:30:17.056593,39,2-39-81-4550,2021-05-25T20:30:25Z,2021-05-25T20:38:25Z,2.602,TRUE
2_39_81_4550_2021-05-25 20:38:37.847182,39,2-39-81-4550,2021-05-25T20:38:48Z,2021-05-25T21:18:58Z,14.144,TRUE
2_39_138_29_2021-05-25 21:21:33.622385,39,2-39-138-29,2021-05-25T21:21:40Z,2021-05-26T00:08:21Z,4.077,TRUE
2_39_125_21_2021-05-25 22:12:19.453716,39,2-39-125-21,2021-05-25T22:12:31Z,2021-05-25T23:42:57Z,3.428,TRUE
2_39_78_365_2021-05-25 22:35:31.753167,39,2-39-78-365,2021-05-25T22:35:53Z,2021-05-26T04:25:32Z,2.321,TRUE
2_39_81_4550_2021-05-26 00:55:42.922262,39,2-39-81-4550,2021-05-26T00:55:55Z,2021-05-26T01:35:59Z,21.018,TRUE
2_39_81_4550_2021-05-26 01:55:33.817701,39,2-39-81-4550,2021-05-26T01:55:45Z,2021-05-26T02:55:21Z,13.788,TRUE
2_39_83_386_2021-05-26 01:57:20.149481,39,2-39-83-386,2021-05-26T01:57:20Z,2021-05-26T03:27:05Z,2.508,TRUE
2_39_81_4550_2021-05-26 03:41:43.072749,39,2-39-81-4550,2021-05-26T03:41:51Z,2021-05-26T04:20:54Z,13.83,TRUE
2_39_81_4550_2021-05-26 15:29:29.160677,39,2-39-81-4550,2021-05-26T15:29:39Z,2021-05-26T16:21:21Z,18.796,TRUE
2_39_79_380_2021-05-26 15:45:01.111799,39,2-39-79-380,2021-05-26T15:45:07Z,2021-05-26T20:58:04Z,3.794,TRUE
2_39_139_28_2021-05-26 17:42:41.790877,39,2-39-139-28,2021-05-26T17:42:51Z,2021-05-27T00:37:53Z,13.223,TRUE
2_39_125_21_2021-05-26 18:23:43.696744,39,2-39-125-21,2021-05-26T18:23:53Z,2021-05-26T19:01:39Z,1.349,TRUE
2_39_138_29_2021-05-26 19:10:03.311159,39,2-39-138-29,2021-05-26T19:10:12Z,2021-05-27T02:02:54Z,6.229,TRUE
2_39_81_4550_2021-05-26 20:09:22.575972,39,2-39-81-4550,2021-05-26T20:09:30Z,2021-05-26T20:37:18Z,9.566,TRUE
2_39_78_365_2021-05-26 22:10:46.747812,39,2-39-78-365,2021-05-26T22:11:01Z,2021-05-26T23:51:39Z,2.289,TRUE
2_39_81_4550_2021-05-26 23:21:36.915213,39,2-39-81-4550,2021-05-26T23:21:48Z,2021-05-27T00:02:58Z,18.016,TRUE
2_39_81_4550_2021-05-27 00:41:39.566526,39,2-39-81-4550,2021-05-27T00:41:51Z,2021-05-27T01:47:46Z,22.752,TRUE
2_39_81_4550_2021-05-27 03:38:07.642312,39,2-39-81-4550,2021-05-27T03:38:22Z,2021-05-27T04:10:23Z,24.11,TRUE
2_39_79_383_2021-05-27 04:53:19.823494,39,2-39-79-383,2021-05-27T04:53:20Z,2021-05-27T07:01:30Z,14.639,TRUE
2_39_81_4550_2021-05-27 14:14:40.950168,39,2-39-81-4550,2021-05-27T14:15:08Z,2021-05-27T14:20:06Z,2.522,TRUE
2_39_81_4550_2021-05-27 14:20:13.866063,39,2-39-81-4550,2021-05-27T14:20:24Z,2021-05-27T14:46:30Z,18.634,TRUE
2_39_81_4550_2021-05-27 15:31:45.019286,39,2-39-81-4550,2021-05-27T15:32:00Z,2021-05-27T16:42:38Z,52.512,TRUE
2_39_79_379_2021-05-27 17:34:53.354651,39,2-39-79-379,2021-05-27T17:35:04Z,2021-05-28T01:14:10Z,10.157,TRUE
2_39_81_4550_2021-05-27 17:35:07.550313,39,2-39-81-4550,2021-05-27T17:35:43Z,2021-05-27T18:05:07Z,22.32,TRUE
2_39_138_29_2021-05-27 19:22:55.744128,39,2-39-138-29,2021-05-27T19:23:05Z,2021-05-27T23:37:46Z,6.21,TRUE
2_39_131_30_2021-05-27 20:42:33.649551,39,2-39-131-30,2021-05-27T20:42:42Z,2021-05-28T03:34:17Z,16.179,TRUE
